Moneda,Descripción,Ranking,Precio,Precio - Divisa,Cambio de precio % 24 horas,Capitalización de mercado,Capitalización de mercado - Divisa,Volumen en USD 24 horas,Volumen en USD 24 horas - Divisa,Oferta circulante,Categoría
BAD,Bad Idea AI,865,1.05565e-8,USD,10.557633279906124,6339464.227007396,USD,1367392.64853942,USD,600527090134741.2,"Memes, Gestión de datos e IA, Organización autónoma descentralizada (DAO)"
XCAD,XCAD Network,866,0.12737,USD,-5.288997991519754,6078961.999464787,USD,1177771.8651462,USD,47726795.94460851,"NFT y coleccionables, Redes sociales, medios de comunicación y contenidos, Mercado"
IZI,Izumi Finance,867,0.0075592,USD,-13.97193549488443,5952114.08,USD,301171.26588326,USD,787400000,DeFi
URO,Urolithin A,868,0.0059986,USD,10.493986571238837,5996661.351138074,USD,15400706.14868876,USD,999676816.44685,
POOLX,Poolz Finance,869,1.1398,USD,-3.138555754018877,5898182.6282276,USD,638021.02076029,USD,5174752.262,Interoperabilidad
CVP,PowerPool,870,0.13367,USD,6.149817489287421,5834796.84904106,USD,1909754.3413142,USD,43650758.2033445,"Gestión de activos, DeFi, Organización autónoma descentralizada (DAO)"
CAPS,Ternoa,871,0.0044824,USD,-6.655643692835758,5768984.1998568,USD,613538.54607794,USD,1287030207,NFT y coleccionables
FNCY,FNCY,872,0.0052767,USD,4.103563124489405,5714154.882297898,USD,9076.75848552,USD,1082903117.9142075,"Videojuegos, NFT y coleccionables"
SOFI,RAI Finance,873,0.011163,USD,9.045618833642667,5724421.002956887,USD,1172936.76443768,USD,512803099.79010004,"Interoperabilidad, Pagos"
BAX,BABB,874,0.000071083,USD,12.036050929090306,5388082.514625,USD,119360.16610369,USD,75799875000,Pagos
KILT,KILT Protocol,875,0.10477,USD,-11.93578212994873,5177748.0678,USD,251279.05454493,USD,49420140,"Identidad, Web3"
IRIS,IRISnet,876,0.0032277,USD,32.85996542356138,5248548.6265688855,USD,480983.51932355,USD,1626095556.1448975,Interoperabilidad
CEUR,Celo Euro,877,1.0365,USD,0,4892080.795288967,USD,7627367.92004541,USD,4719807.81021608,"Stablecoins, Stablecoins algorítmicas"
LLM,Large Language Model,878,0.0046459,USD,31.1623048474069,4645887.734824,USD,13745941.89776349,USD,999997360,Memes
FUSE,Fuse,879,0.022225,USD,-5.198515928184577,4886881.171705903,USD,909624.9433416,USD,219882167.4558336,"Pagos, Nivel 1"
KEY,SelfKey,880,0.00080081,USD,10.468015926594383,4804859.963534374,USD,1092092.18833847,USD,5999999954.464072,"Gestión de datos e IA, Identidad, Soluciones para empresas"
GZONE,GameZone,881,0.0055687,USD,-8.736574567516602,4678361.124645378,USD,5816.20520832,USD,840117284.94,Videojuegos
SIS,Symbiosis,882,0.075032,USD,0.2334671878543812,4604563.475872,USD,129278.28620268,USD,61367996,
CQT,Covalent,883,0.0053,USD,-1.8518518518518565,4537731.879876254,USD,93194.85749677,USD,856175826.391746,"Gestión de datos e IA, Soluciones para empresas, Web3"
AKITA,Akita Inu,884,6.9958e-8,USD,2.481542247744055,4762148.879957328,USD,331169.70899115,USD,68071541209830.58,"Memes, Videojuegos"
FEI,Fei USD,885,0.96577,USD,-1.0653882008256723,4538146.627460752,USD,76494.64889391,USD,4698993.16344549,"Stablecoins, Stablecoins algorítmicas, DeFi"
CENNZ,CENNZnet,886,0.0038641,USD,-3.373343335833955,4636920,USD,30560.40347582,USD,1200000000,"Soluciones para empresas, Mercado, Web3"
UNIBOT,Unibot,887,4.179,USD,1.7877149398411871,4179000.0000000005,USD,1198754.72584461,USD,1000000,Lealtad y recompensas
BTM,BytomDAO,888,0.0027133,USD,-5.3709064276497065,4451210.955529403,USD,72432.4829736,USD,1640515591.91,"Plataformas de contratos inteligentes (smart contracts), Pagos"
VAL,Validity,889,0.78531,USD,-6.770425243963249,4005877.8658635155,USD,131297.97977858,USD,5101014.71503421,Identidad
MTRG,Meter Governance,890,0.12116,USD,-3.932762448461787,3864239.35924,USD,199186.71398181,USD,31893689,"Interoperabilidad, DeFi"
FRED,First Convicted RACCON,891,0.0037866,USD,22.21004095056911,3785949.5961742657,USD,21344083.30807479,USD,999828235.402278,Memes
GMM,Gamium,892,0.000074662,USD,-8.255099533054803,3657599.9138274547,USD,101438.79428168,USD,48988774930.05083,"NFT y coleccionables, Interoperabilidad, DeFi, Metaverso, Organización autónoma descentralizada (DAO)"
CRU,Crust Network,893,0.26124,USD,-3.419719767828748,3693559.76556,USD,3408669.89271697,USD,14138569,"Informática distribuida y almacenamiento, Web3, DePIN"
BEER,BEERCOIN,894,0.0000064347,USD,6.550644963653525,3537549.294034702,USD,2514095.86401892,USD,549761339928,
TSUKA,Dejitaru Tsuka,895,0.0035771,USD,-6.530654894072783,3577100,USD,108403.76304434,USD,1000000000,Memes
UNFI,Unifi Protocol DAO,896,0.34892,USD,1.4066496163682896,3331714.99413866,USD,1561795.7997907,USD,9548650.10357291,"Interoperabilidad, DeFi"
CPH,Cypherium,897,0.0086229,USD,7.349075258811213,3302150.161167,USD,9246.68905647,USD,382951230,Soluciones para empresas
BTS,BitShares,898,0.0010557,USD,-0.9852678990334875,3161884.8419999997,USD,131877.07764182,USD,2995060000,"Plataformas de contratos inteligentes (smart contracts), Mercado descentralizado, DeFi"
VGX,VGX Token,899,0.0093762,USD,9.364095741577097,3213137.955933486,USD,953943.23278135,USD,342690850.8706604,"Gestión de activos, Pagos"
PRE,Presearch,900,0.0079731,USD,-0.4619168300021079,3161959.5200985,USD,104781.23953555,USD,396578435,"Informática distribuida y almacenamiento, Gestión de datos e IA, Web3"
FRA,Findora,901,0.00028328,USD,-20.57958016871724,3232359.682148806,USD,134576.64784374,USD,11410476144.27,"Privacidad, Plataformas de contratos inteligentes (smart contracts), Herramientas de desarrollo"
OPTI,Optimus AI,902,0.031492,USD,-4.978577032164622,2992840.298988,USD,61956.62497699,USD,95034939,"Memes, Criptomonedas, Gestión de datos e IA"
DOME,Everdome,903,0.00016166,USD,4.933142931325454,3071352.64689122,USD,342229.75933014,USD,18998841067,Metaverso
BOND,BarnBridge,904,0.37871,USD,15.882100881488734,2995695.4322303436,USD,3859143.02219843,USD,7910262.29101514,"Derivados, DeFi, Organización autónoma descentralizada (DAO)"
MDX,Mdex,905,0.0030593,USD,-5.294154306369194,2907090.4555713,USD,1008825.71042975,USD,950246937.3946,"Mercado descentralizado, DeFi"
NEST,NEST Protocol,906,0.00096107,USD,-5.629418695993723,2798389.75610436,USD,1856811.52646068,USD,2911743948,"Oráculos, DeFi"
RAI,Rai Reflex Index,907,2.3584,USD,-12.493414615789865,2749232.6875053816,USD,290185.47153694,USD,1165719.42312813,"Tokens garantizados por activos, DeFi"
ORC,Orbit Chain,908,0.003988,USD,12.525041618464494,2672564.973256141,USD,16927.24498008,USD,670151698.409263,"Interoperabilidad, Escalables"
COT,Cosplay Token,909,0.0066904,USD,-7.31335633043792,2638420.6378008,USD,155084.0522283,USD,394359177,"Redes sociales, medios de comunicación y contenidos"
REVV,REVV,910,0.0021865,USD,-4.194115063680286,2603453.9724825,USD,733709.08688453,USD,1190694705,"Videojuegos, NFT y coleccionables"
FER,Ferro,911,0.002681,USD,-1.7660044150110328,2500113.8442209996,USD,18626.78790404,USD,932530341,"Concesión de préstamos y endeudamiento, Lealtad y recompensas"
LBC,LBRY Credits,912,0.0036421,USD,-3.1639679880885847,2382797.360314621,USD,1536.25148048,USD,654237214.8800476,"Gestión de datos e IA, Redes sociales, medios de comunicación y contenidos, Mercado"
WOLF,LandWolf (SOL),913,0.00025514,USD,22.252036415907998,2551330.150352654,USD,8741.54813986,USD,9999726230.119362,Memes
ABBC,ABBC Coin,914,0.0026209,USD,-4.468294819844484,2372712.2199080805,USD,2584.63370364,USD,905304368.6932278,Pagos
BSCPAD,BSCPAD,915,0.029613,USD,0.816243240485667,2345693.732673,USD,284115.34673958,USD,79211621,"Herramientas de desarrollo, Recaudación de fondos"
EPX,Ellipsis,916,0.000029538,USD,6.242579066671462,2281386.9787191963,USD,473048.81873136,USD,77235661815.93866,"Mercado descentralizado, DeFi"
SPH,Spheroid Universe,917,0.0011442,USD,-15.055648726940083,2268125.7588678,USD,1594.98145655,USD,1982280859,"NFT y coleccionables, Metaverso"
BITCI,Bitcicoin,918,0.00029188,USD,6.650102309266299,2250052.83689456,USD,236374.70117151,USD,7708828412,Soluciones para empresas
PKF,Red Kite,919,0.017996,USD,3.093492208982598,2063999.7096485405,USD,3169.17060064,USD,114692137.67773618,Herramientas de desarrollo
BBF,Bubblefong,920,0.010997,USD,-11.355399855037447,2050922.211989,USD,241972.18906772,USD,186498337,"Videojuegos, Mercado"
BRICK,r/FortNiteBR Bricks,921,0.01788,USD,-6.7778936392075035,1988796.47664,USD,23845.57266166,USD,111230228,"Redes sociales, medios de comunicación y contenidos"
FOR,ForTube,922,0.0027193,USD,30.422062350119898,2161843.5,USD,638696.55845101,USD,795000000,"Concesión de préstamos y endeudamiento, DeFi"
TABOO,TABOO TOKEN,923,0.00020635,USD,-1.5270818420424703,2018655.621808,USD,30375.15972695,USD,9782678080,"Redes sociales, medios de comunicación y contenidos"
DUST,DUST Protocol,924,0.103175,USD,-1.1599922988063127,1975178.27935,USD,88173.91679634,USD,19143962,NFT y coleccionables
COVAL,Circuits of Value,925,0.00111973,USD,8.732763643425908,1998537.195585257,USD,6030.29862451,USD,1784838483.9070642,"Gestión de activos, DeFi"
AKRO,Akropolis,926,0.00042645,USD,5.845122859270291,1891821.5966798963,USD,511525.1665703,USD,4436209629.921202,"Concesión de préstamos y endeudamiento, DeFi, Organización autónoma descentralizada (DAO)"
MLT,MILC Platform,927,0.014557,USD,-4.831328451882846,1811232.3207580103,USD,59483.64176749,USD,124423460.93,"Redes sociales, medios de comunicación y contenidos, Metaverso"
VEXT,Veloce,928,0.0077231,USD,2.4528402005783874,1720469.306119333,USD,375291.35093074,USD,222769264.43,"Videojuegos, Redes sociales, medios de comunicación y contenidos, Lealtad y recompensas, Deporte, Web3"
FSN,Fusion,929,0.021505,USD,-2.670287395338313,1667520.9498882967,USD,69910.01845288,USD,77541081.13872573,"Pagos, DeFi"
OAX,OAX,930,0.021675,USD,1.546029515108927,1669721.627587749,USD,86103.37648595,USD,77034446.48617065,"Herramientas de desarrollo, DeFi, Organización autónoma descentralizada (DAO)"
GMMT,Giant Mammoth,931,0.0093483,USD,-2.129463865071133,1528673.8584546,USD,645401.14961445,USD,163524262,Web3
SOLVE,SOLVE,932,0.0020795,USD,7.774034724021776,1455909.9645335001,USD,126454.48925182,USD,700125013,"Soluciones para empresas, Salud"
RMRK,RMRK,933,0.17136,USD,-5.9288537549406986,1557824.9669511986,USD,22676.2194664,USD,9090948.68669,"NFT y coleccionables, Metaverso"
WSM,Wall Street Memes,934,0.00071373,USD,-11.073766804937769,1343643.2141600302,USD,1516349.28147521,USD,1882565135.499461,Memes
PLANET,PLANET,935,0.0000015696,USD,-2.0897012039174085,1336435.92,USD,458742.59425201,USD,851450000000,"Videojuegos, NFT y coleccionables, Organización autónoma descentralizada (DAO)"
TAMA,Tamadoge,936,0.00087819,USD,7.5422483468038255,1223628.86339361,USD,75036.88387662,USD,1393353219,Memes
AGLA,Angola,937,0.0024624,USD,3.782466167941508,1170748.08,USD,567220.06988377,USD,475450000,"NFT y coleccionables, Redes sociales, medios de comunicación y contenidos"
GFT,Gifto,938,0.00053287,USD,1.3311274649628146,1192870.2713921142,USD,40245.01629676,USD,2238576522.2138877,"Redes sociales, medios de comunicación y contenidos, Lealtad y recompensas"
VEGA,Vega Protocol,939,0.016996,USD,7.928763112954373,1054553.072468,USD,15029.02172986,USD,62047133,"Mercado descentralizado, Derivados, DeFi"
WOZX,Efforce,940,0.0021905,USD,-1.1284134506883254,1154690.3552237952,USD,3170.14829183,USD,527135519.39,"NFT y coleccionables, Energía, Lealtad y recompensas"
HVH,HAVAH,941,0.0024494,USD,-9.025404843262521,1116769.4350998001,USD,156189.63282886,USD,455935917,"NFT y coleccionables, Interoperabilidad"
OOKI,Ooki Protocol,942,0.000080101,USD,-1.7768240343347712,1098665.3159999999,USD,345307.90495292,USD,13716000000,"Mercado descentralizado, Gestión de datos e IA, Concesión de préstamos y endeudamiento, DeFi"
YOOSHI,YooShi,943,2.8793e-9,USD,-5.201988608303417,1049945.0592006145,USD,84699.44665618,USD,364652887577055,"Memes, Videojuegos, NFT y coleccionables"
ZKB,ZKBase,944,0.0047299,USD,9.126325495620108,933871.4560000001,USD,726434.44978631,USD,197440000,"Mercado descentralizado, Escalables, DeFi"
MULTI,Multichain,945,0.061775,USD,-1.481481481481482,898276.0548728575,USD,744031.15482725,USD,14541093.5633,"Interoperabilidad, Web3"
SSG,SOMESING,946,0.00023504,USD,-15.34991081733291,767190.3303896,USD,2582.99400595,USD,3264084115,
RBLS,Rebel Bots,947,0.0056087,USD,1.437386439275369,691526.3210665,USD,661.37576512,USD,123295295,"Videojuegos, NFT y coleccionables"
GRV,Grove Coin,948,0.0070283,USD,-9.72202927469975,668274.2033805001,USD,41570.92378097,USD,95083335,DeFi
NVIR,NvirWorld,949,0.00045989,USD,-13.142301903328446,484039.70780858,USD,57288.91061558,USD,1052511922,"NFT y coleccionables, Mercado"
THN,Throne,950,0.0012252,USD,0.2044655271121383,478749.7338876,USD,77716.87216903,USD,390752313,"Redes sociales, medios de comunicación y contenidos, Web3"
HSF,Hillstone Finance,951,0.015116,USD,26.314030249853754,453653.395636,USD,1553.48719978,USD,30011471,"Pagos, DeFi"
WAIT,Hourglass,952,0.004069,USD,-2.632208662359433,397752.79622814554,USD,1855.2100306,USD,97751977.44609132,Recaudación de fondos
DREP,Drep [new],954,0.0028993,USD,-2.7830868792542582,289930,USD,6028.1391243,USD,100000000,"Plataformas de contratos inteligentes (smart contracts), Oráculos, DeFi"
VTS,Veritise,955,0.0014696,USD,9.696200641934748,329271.6145048,USD,2295.76802641,USD,224055263,Identidad
PNT,pNetwork,956,0.0031282,USD,-10.755449047129984,279191.41080486716,USD,2109.61822559,USD,89249859.60132574,"NFT y coleccionables, DeFi, Organización autónoma descentralizada (DAO)"
PERL,PERL.eco,957,0.00038081,USD,-10.649929610511503,186954.44555548,USD,3241.72455152,USD,490938908,"Tokens garantizados por activos, Mercado"
CVTX,Carrieverse,958,0.0008468,USD,-12.499870837079056,175838.3638008,USD,11276.96739292,USD,207650406,
ORB,OrbCity,959,0.00044989,USD,0.42411660974575144,155623.6773368823,USD,3313.16648607,USD,345914951.07,"Videojuegos, NFT y coleccionables, Metaverso"
KALM,KALM,960,0.016296,USD,8.668978394238469,139330.80000000002,USD,1010.76353824,USD,8550000,"NFT y coleccionables, Concesión de préstamos y endeudamiento, DeFi"
PTS,Petals,961,0.0000028993,USD,-14.706401506236762,40952.612499999996,USD,2095.11207179,USD,14125000000,"Redes sociales, medios de comunicación y contenidos, Web3"
EVA,Evadore,962,0.00015286,USD,1.0577813037154464,26570.644924,USD,8328.95916391,USD,173823400,
1000SATS,1000SATS,,0.00012707,USD,2.5791891674054943,,,,,,
FTM,Fantom,,0.4696,USD,7.141227469769563,,,,,,Nivel 1
